country_name,country_code,indicator_name,indicator_code,year,debt_value
Vanuatu,VAN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,39303590.701229975
Samoa,SAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,18862724.771553528
St. Vincent and the Grenadines,ST.,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,187723611.7232136
Eswatini,ESW,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,2728428884.772328
Ethiopia,ETH,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,28614928.005351104
Zambia,ZAM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,1324743903.9375746
Tajikistan,TAJ,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,462035357.5520758
Cameroon,CAM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,2903252856.446889
Jamaica,JAM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,137014156.47818542
"Yemen, Rep.",YEM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,36950527.48872938
Cambodia,CAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,343179532.74686974
Guinea-Bissau,GUI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,226393660.64470208
Haiti,HAI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,123667917.07955138
Montenegro,MON,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,389999934.0280064
Bangladesh,BAN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,194296831.28970808
Grenada,GRE,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,90425689.60327306
Uganda,UGA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,288530141.6805385
Zambia,ZAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,1635172733.6507633
Sao Tome and Principe,SAO,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,268846178.29742795
Bhutan,BHU,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,89259898.06518726
Dominica,DOM,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,1808052637.5844529
Angola,ANG,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,479976604.989312
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,1813207.30304821
Burundi,BUR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,51788103.109413445
Sao Tome and Principe,SAO,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,29727153.23380167
Uzbekistan,UZB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,884416860.615071
Turkmenistan,TUR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,1012055216.0946512
Burkina Faso,BUR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,111272558.22135036
Pakistan,PAK,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1689799634.3118973
St. Vincent and the Grenadines,ST.,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,541897508.8202533
Sudan,SUD,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,1103895115.3821812
"Gambia, The",GAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,1668963114.3705869
Tajikistan,TAJ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,232288768.4528269
Guyana,GUY,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,248864220.3012437
Zambia,ZAM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,212908527.33483428
Tanzania,TAN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,275535051.7241206
Bulgaria,BUL,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,127789702.6890615
Zimbabwe,ZIM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,254492055.62118825
Bolivia,BOL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,1825777869.9833584
Rwanda,RWA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,97277079.83399609
Solomon Islands,SOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,46075577.62753577
Turkmenistan,TUR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,741411205.1950028
Jordan,JOR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,12014501.35681212
St. Lucia,ST.,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,1186429502.8085425
"Yemen, Rep.",YEM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,798961138.8367633
Armenia,ARM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,288932095.8616609
Vietnam,VIE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,209229049.66960672
Mozambique,MOZ,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,1224395594.270309
Guinea,GUI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,63623402.57471986
Dominican Republic,DOM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,552922144.8033445
Bhutan,BHU,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,212636395.24735215
Rwanda,RWA,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,76013351.8778436
Uzbekistan,UZB,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,642721300.4261779
India,IND,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,61017168.5371828
"Egypt, Arab Rep.",EGY,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2020,12993632.74239572
"Congo, Dem. Rep.",CON,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,1043297520.4938858
Sao Tome and Principe,SAO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,42799448.51223411
"Egypt, Arab Rep.",EGY,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,9349200.281623485
Mozambique,MOZ,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,766638252.8666593
Tunisia,TUN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,31338719.558641966
Somalia,SOM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,5039905.607757847
Bolivia,BOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,348613968.04587734
"Iran, Islamic Rep.",IRA,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,290707100.2022801
Paraguay,PAR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,66372055.71642629
Colombia,COL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,978268924.890656
Madagascar,MAD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,103102425.06472352
Montenegro,MON,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,764946582.3660907
Burkina Faso,BUR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,94487781.80296127
Grenada,GRE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,92792666.02328353
Kenya,KEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,47499113.915241584
Bosnia and Herzegovina,BOS,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,288301928.8702737
Belarus,BEL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,294294248.8888889
Serbia,SER,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,963653528.7316878
Armenia,ARM,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,124804381.3043982
Fiji,FIJ,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,95645442.1615129
Kenya,KEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,18619931.79162325
Nicaragua,NIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,60417697.43322076
Tonga,TON,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,560123889.6898481
Eswatini,ESW,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,1264310366.3283217
Ecuador,ECU,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,166191291.92582783
Kenya,KEN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,47756507.08988013
Myanmar,MYA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2020,1077102485.3081863
Nigeria,NIG,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,12987236.80186482
Tanzania,TAN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,31875621.76938254
El Salvador,EL ,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,1460580313.113845
Niger,NIG,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,66037911.4762502
Afghanistan,AFG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,125145825.56001724
South Africa,SOU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,538619488.7623874
China,CHI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,355404953.2769515
Liberia,LIB,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,172905071.84762028
Brazil,BRA,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,87592444.22705719
Eritrea,ERI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,430181662.9129745
Jordan,JOR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,29238980.306859598
Madagascar,MAD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,111981537.549839
Cameroon,CAM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,383419748.7881045
St. Lucia,ST.,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1415099173.6257706
Togo,TOG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,53767279.86133518
Thailand,THA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,535263722.3789469
Jordan,JOR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,40741473.4969372
Somalia,SOM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,48157662.37288487
Dominican Republic,DOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,245998976.4156839
India,IND,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,300333074.93684834
Guinea,GUI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,31093541.404027496
Grenada,GRE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,25707107.59656149
Jordan,JOR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,23447761.608348
"Iran, Islamic Rep.",IRA,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,294714533.7484757
Eswatini,ESW,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2020,1610039491.0398374
Nicaragua,NIC,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,64101523.72364837
"Congo, Dem. Rep.",CON,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,532286050.39253294
Tunisia,TUN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,74182926.19088386
Philippines,PHI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,3525610691.270787
Syrian Arab Republic,SYR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,211821015.2945895
Bangladesh,BAN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2020,15382371.715699784
Sudan,SUD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,387357488.8961008
Serbia,SER,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2020,2351099263.025857
Burkina Faso,BUR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,137974212.4863061
Nicaragua,NIC,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2020,286433880.5928665
Mongolia,MON,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,1838128891.8439856
Bangladesh,BAN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,291865239.5402675
Pakistan,PAK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,2810757885.0896544
China,CHI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2020,684483464.8828067
Lesotho,LES,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2020,45388310.51153007
Thailand,THA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1326493113.3765967
"Iran, Islamic Rep.",IRA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,42700344.43596958
Ecuador,ECU,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2020,1753175054.777629
Nepal,NEP,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,247109013.42989263
Ukraine,UKR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,20933634.80709677
Uganda,UGA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2020,105554043.6711728
Niger,NIG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,131927724.9897392
Ghana,GHA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2020,148122185.8916263
Cote d'Ivoire,COT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,1550601876.324929
Vietnam,VIE,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2020,107892823.963071
Nepal,NEP,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2020,120186598.2982114
Rwanda,RWA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2020,11595550.92261608
Indonesia,IND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2020,803204453.8322152
Haiti,HAI,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2020,17796825.899450067
Cote d'Ivoire,COT,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,178546386.05496168
Niger,NIG,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2020,95785189.5647899
Turkmenistan,TUR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2020,273195676.2461843
Liberia,LIB,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2020,148656524.25115895
Dominica,DOM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2020,1856468675.388507
